-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
107,Rangamati Government Hospital,22.6580983,92.1685304,3.9,11,"['hospital', 'health', 'point_of_interest', 'establishment']",Rangamati,ChIJr-_PQqG1UjcR04SODcFkhrA,"M559+6C Rangamati, Bangladesh",7MJJM559+6C
108,"Rajban Hospital, Rajbana Vihara",22.6689427,92.1681181,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Rangamati,ChIJI-HgQ7y1UjcRPlycXaTrvJk,"M599+H6 Rajbana, Bangladesh",7MJJM599+H6
109,Shiluya Tea Estate Hospital,24.5403641,92.1649113,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri Upazila,ChIJwVtScULAUTcRgxCrSl0oUzs,"G5R7+4X North Shiluya, Bangladesh",7MPJG5R7+4X
110,Aysha Hoq Hospital,24.8310992,92.1627335,3,7,"['hospital', 'health', 'point_of_interest', 'establishment']",R281,ChIJ_1Tzt2fKUTcRLqA7TLeDmhM,"R5J7+C3 Beanibazar, Bangladesh",7MPJR5J7+C3
111,Upazila Health Complex,24.8285578,92.1625847,3.8,17,"['hospital', 'health', 'point_of_interest', 'establishment']","R281, Beanibazar",ChIJ1xW0ZGjKUTcR_m01gi0Mc6c,"R5H7+C2 Beanibazar, Bangladesh",7MPJR5H7+C2
112,Beanibazar animal hospital বিয়ানীবাজার পশু হাসপাতাল,24.8301169,92.1624103,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",R281,ChIJg8YyUrHLUTcRIZbIfG-yhqg,"R5J6+2X Beanibazar, Bangladesh",7MPJR5J6+2X
113,Classic Diagnostic center,24.8292593,92.1621308,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","R281, Beanibazar",ChIJD4cg7wzLUTcR_gvS3d3KL_U,"R5H6+PV Beanibazar, Bangladesh",7MPJR5H6+PV
114,Golgoza Satellite Clinic,24.708277,92.1619305,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Golgoza,ChIJRbvWqA3IUTcRXOVkZGVDxhk,"P556+8Q Golgoza, Bangladesh",7MPJP556+8Q
115,Maternal Shadow Hospital,24.827836,92.1616727,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","R281, Beanibazar",ChIJp0AJ7WjKUTcR3zev4VVKwA8,"R5H6+4M Beanibazar, Bangladesh",7MPJR5H6+4M
116,Mathrisaya Clinic,24.8277242,92.1615233,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Beanibazar,ChIJC10BN1XLUTcRooto6pg7HY8,"R5H6+3J Beanibazar, Bangladesh",7MPJR5H6+3J
117,Hill View Hospital,24.8237762,92.1610718,2,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Beanibazar Upazila,ChIJN9DKYGnKUTcRsIW5kMKNrww,"R5F6+GC Beanibazar, Bangladesh",7MPJR5F6+GC
118,Allfa Poli Clinic,24.8275311,92.160854,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","R281, Beanibazar",ChIJv1RUemjKUTcR_jViKW9yl4w,"R5H6+28 Beanibazar, Bangladesh",7MPJR5H6+28
119,Malaysia Field Hospital,21.2375007,92.1586308,4.7,13,"['hospital', 'health', 'point_of_interest', 'establishment']","N1, Ukhia",ChIJ-9u43ZDnrTARUdlRQM5IbvA,"65Q5+2F Ukhia, Bangladesh",7MHJ65Q5+2F
120,Shikerpur Community Clinic,24.8331366,92.1585399,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","বিয়ানীবাজার উপজেলা, Shikerpur, Charkhai",ChIJ5f8F9NrLUTcR7L0PstLAoQg,"R5M5+7C Beanibazar, Bangladesh",7MPJR5M5+7C
121,beanibazar Diagnostic,24.7722775,92.1583969,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Beanibazar Road,ChIJk1UrvenJUTcRiUf6yUsfr2o,"Q5C5+W9 Mollahpur Union, Bangladesh",7MPJQ5C5+W9
122,Gachbari govt. Hospital,24.9514153,92.1552763,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJXeV60ZE1UDcRs_bsSIAAujY,"X524+H4 Gachbari, Bangladesh",7MPJX524+H4
123,Digliapalong Community Clinic,21.2630857,92.1545237,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ukhiya Upazila,ChIJFdoRnOznrTARlIM1iPf9RjY,"7573+6R Uhalapalong, Bangladesh",7MHJ7573+6R
124,Jabbaria community clini,21.0652837,92.1542392,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Cox's Bazar - Teknaf LGED Road,ChIJWxO2G-sLrjARYk9nIuaO54U,"3583+4M Silkhali, Bangladesh",7MHJ3583+4M
125,BRAC Primery Health Care Center 24/7,21.2173977,92.1515961,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Ukhiya Upazila,ChIJrR4kKdvnrTAROZ4I5nfMdr8,"6582+XJ Gundum, Bangladesh",7MHJ6582+XJ
126,Purbo Juri FWC Hospital,24.5737772,92.1514679,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri Upazila,ChIJMU5_3JvAUTcRlio_ad3_D3E,"H5F2+GH Juri, Bangladesh",7MPJH5F2+GH
127,Cancer Hospital,24.8222823,92.1503353,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Esuf complex Heliport, Dashgram",ChIJB9x3hbLLUTcR_BR4vDh5Ah8,"R5C2+W4 Dashgram, Bangladesh",7MPJR5C2+W4
128,Beanibazar Cancer & General Hospital,24.8221886,92.1502827,3.9,12,"['hospital', 'local_government_office', 'health', 'point_of_interest', 'establishment']","College Road, Beanibazar",ChIJ2dBm9HPKUTcRV86l6Fwqjyk,"R5C2+V4 Dashgram, Bangladesh",7MPJR5C2+V4
129,GDA HOSPITAL SITE,24.9460273,92.1489976,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJY572imw1UDcRlfBPdX--DE0,"W4WX+CH Gachbari, Bangladesh",7MPJW4WX+CH
130,Churkahi Up0 Health Complex,24.902499,92.1488207,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Churkahi,ChIJsVLFlVk1UDcRn3gceCWieC0,"W42X+XG Churkahi, Bangladesh",7MPJW42X+XG
131,Dak Bangla Para Community Clinic,22.3748312,92.1467515,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Bangalhalia, Rajasthali, Rangamati, R161, Bangalhalia",ChIJSw59PYdHrTARLPeMem8X_pI,"94FW+WP Bangalhalia, Bangladesh",7MJJ94FW+WP
132,Emergency Room of Hope Field Hospital,21.2129783,92.1464735,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","MadhuChara, কক্সবাজার - টেকনাফ মহাসড়ক",ChIJSaLYAIfnrTARJaGwnV0vn_Y,"647W+5H Gundum, Bangladesh",7MHJ647W+5H
133,Dhamai Tea Estate Hospital,24.5994823,92.1440533,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri,ChIJg81261W_UTcRlGzcw-C7wIE,"H4XV+QJ Juri, Bangladesh",7MPJH4XV+QJ
134,Upar Jhingabari Community Clinic,24.9206795,92.1407803,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJEcJv_l5LUDcRq2X0iJerOYk,"W4CR+78 Tinchoti, Bangladesh",7MPJW4CR+78
135,Goaljur Community Clinic,24.9643949,92.1381923,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJY9v0SAxKUDcRYc6hPjIrUSw,"X47Q+Q7 Akuni, Bangladesh",7MPJX47Q+Q7
136,"Dhaknail South Community Clinic, (Goaljur)",24.9644289,92.1381836,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJQZBeSAxKUDcRF1wc9d-ZDqU,"X47Q+Q7 Akuni, Bangladesh",7MPJX47Q+Q7
137,"Upazila Health Complex, Kaptai",22.499721,92.1377387,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']","চট্টগ্রাম - কাপ্তাই রোড, Baraichari",ChIJT1hSJgU2rTAREdMDB-rnCCA,"F4XQ+V3 Baraichari, Bangladesh",7MJJF4XQ+V3
138,Boraichari Hospital,22.4994101,92.1376003,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Baraichari,ChIJr8yNJwU2rTARpEZIsPkEmJU,"F4XQ+Q2 Baraichari, Bangladesh",7MJJF4XQ+Q2
139,Hijlartuk Community Clinic. HIJLORTUK Community Clinic.,24.7696608,92.1363376,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Beanibazar Upazila,ChIJUQL9FNa3UTcR7KNjVpiAvro,"Q49P+VG Mollahpur Union, Bangladesh",7MPJQ49P+VG
140,Chandraghona Christian Mission Hospital,22.4700219,92.1350974,4.8,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Karnaphuli Paper Mills Road, Kaptai Upazila",ChIJMVKy4TE2rTARjXY7f860Sgw,"F4CP+22 South Nischinta Pur, Bangladesh",7MJJF4CP+22
141,Christian Mission Hospital Chandraghona,22.4699565,92.1350789,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Kaptai Upazila, Chandraghona - Bandarban Road Kaptai Upazila Rangamati Hill",ChIJf6mCdx5IrTARRT1g5gc2jYY,"F49P+X2 South Nischinta Pur, Bangladesh",7MJJF49P+X2
142,"Chandraghona Hospital, চন্দ্রঘোনা হাসপাতাল",22.468689,92.1339243,4.6,12,"['hospital', 'health', 'point_of_interest', 'establishment']","Rangunia Gram Road, Rangunia",ChIJBwsRIDI2rTARzlREYWpBlqE,"F49M+FH South Nischinta Pur, Bangladesh",7MJJF49M+FH
143,Kudar Bazar Hospital,24.8527873,92.1335071,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",3170 Kurar Bazar Road,ChIJDeG9via1UTcRTu81Lju3yws,"V43M+4C Kurarbazar Union, Bangladesh",7MPJV43M+4C
144,Uttar pukuria Community Clinic,21.2677625,92.1331983,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJzbrnNUfdrTARVgUQsMoRsEk,"749M+47 Uhalapalong, Bangladesh",7MHJ749M+47
145,"Upazila Health Complex, Maheshkhali, Cox's Bazar",21.2499584,92.1323704,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ukhiya Upazila,ChIJs0oKN1_drTARTxATxDLBFmQ,"64XJ+XW Ukhia, Bangladesh",7MHJ64XJ+XW
146,Kapna Pahar Tea Estate Hospital,24.5555554,92.129457,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri,ChIJMemiE56_UTcRj9Ag1QnR2Eg,"H44H+6Q Ruthna, Bangladesh",7MPJH44H+6Q
147,Kustha Hospital,22.471774,92.1293439,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","রাঙ্গুনিয়া উপজেলা, 4530",ChIJrwZX3zY2rTAR4ZhdHMuShoU,"F4CH+PP South Nischinta Pur, Bangladesh",7MJJF4CH+PP
148,Missionary Hospital,22.4717405,92.1293356,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",not found,ChIJE3jJ4DY2rTARzq_gOEnPJw4,not found,not found
149,Christian Hospital Chandraghona,22.471763,92.1292565,3.9,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Rangunia Upazila,ChIJoVB73zY2rTAR6BsRGsrahqw,"F4CH+PP South Nischinta Pur, Bangladesh",7MJJF4CH+PP
150,Sherpur Hospital,21.2539868,92.128467,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Upazila Health Complex Road,ChIJtZtJrZzdrTARYH52VuxdS4I,"743H+H9 Ukhia, Bangladesh",7MHJ743H+H9
151,Hakaluki Clinic,24.7011569,92.1278397,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Barlekha Upazila,ChIJ61xTXBK3UTcRWsT3vPh8LuY,"P42H+F4 Bhukshimail Union, Bangladesh",7MPJP42H+F4
152,Memorial Hospital,22.1359468,92.1270343,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJG6AyO6IUrTAR3yH9XAd43LE,"44PG+9R Moneyabad, Bangladesh",7MJJ44PG+9R
153,"Upazila Health Complex, Juri",24.6074066,92.1269468,4.5,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Juri, সিলেট",ChIJsU42p7W4UTcRGDa-eznDC2M,"J44G+XQ Juri, Bangladesh",7MPJJ44G+XQ
154,"Upazila Health Complex, Jaintapur, Sylhet",25.1361531,92.1265509,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jaintiapur Upazila,ChIJlbVQ6HJHUDcRq0a97vsROYw,"44PG+FJ Jaintapur, Bangladesh",7MQJ44PG+FJ
155,Union Health Center,22.1288692,92.1263266,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJR7b4818TrTARVGE9rFsk4bw,"44HG+GG Bajalia, Bangladesh",7MJJ44HG+GG
156,Hosne Aziz Child & General Hospital (Lab),22.1359732,92.1261475,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Foundation Road, Moneyabad",ChIJjSYc3wAVrTARH0q-kMp_EiU,"44PG+9F Moneyabad, Bangladesh",7MJJ44PG+9F
157,Arab- Amirat Health Complex,22.0300331,92.1239018,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Lohagara,ChIJH9DM7WANrTARIu0mTt5rDI0,"24JF+2H Lohagara, Bangladesh",7MJJ24JF+2H
158,Rangunia Health care Hospital & Diagnostic Centre,22.4651169,92.1217647,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Rangunia Upazila,ChIJXRmWEks2rTARgMreSGpzNjk,"F48C+2P Adurpara, Bangladesh",7MJJF48C+2P
159,Faljur Birdal Community Clinic,24.9079859,92.1194212,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJhQxU7MNKUDcRkplsAxcajZU,"W459+5Q Uzandhaki, Bangladesh",7MPJW459+5Q
160,Alhaj Badshah-Nurjahan Community Clinic,21.4357412,92.1191161,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramu,ChIJ01QAhgnBrTAR92p2Or8uyVA,"C4P9+7J Ramu, Bangladesh",7MHJC4P9+7J
161,Juri Adhunik Hospital,24.5991296,92.1173174,3.4,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri,ChIJZ8sNJTK_UTcRG7wLpd5JA3A,"H4X8+MW Juri, Bangladesh",7MPJH4X8+MW
162,Central General Hospital,24.5991223,92.1167407,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Juri,ChIJb-VjGDK_UTcRCD21yf9epi4,"H4X8+JM Juri, Bangladesh",7MPJH4X8+JM
163,Badar Uddin General Hospital,24.5991014,92.1166538,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kulaura - Barlekha Highway,ChIJ367J-1u_UTcR_zJ2HFXbpxE,"H4X8+JM Juri, Bangladesh",7MPJH4X8+JM
164,Korgram community clinic,24.8918513,92.112818,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Uzandhaki,ChIJb654IUBLUDcRGJgYX8h_oIk,"V4R7+P4 Uzandhaki, Bangladesh",7MPJV4R7+P4
165,Lohagara Upazila Health Complex(New Building),22.0439487,92.1110809,2.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Bara Aulia Sadak, Lohagara",ChIJHRBO2oUSrTARgOw3fDmjels,"24V6+HC Lohagara, Bangladesh",7MJJ24V6+HC
166,Mathiura community clinic,24.8298011,92.1102155,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mathiura Union,ChIJfbrCAeq1UTcRFTXy0xockuI,"R4H6+W3 Mathiura Union, Bangladesh",7MPJR4H6+W3
167,Padua Union Health Centre,22.0584331,92.1088023,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","লোহাগাড়া উপজেলা, N1",ChIJM1liln0TrTARb5DTflEzhRk,"3455+9G Lohagara, Bangladesh",7MJJ3455+9G
168,MSF-Paharer Uddi Hospital,21.2237441,92.1057549,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ukhiya Upazila,ChIJiV5k8mrdrTAR97_yxk0a3Pw,"64F4+F8 Ukhia, Bangladesh",7MHJ64F4+F8
169,Origin Hospital,21.2755378,92.1036084,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Courtbazar,ChIJgYA3SSrDrTAR8pIU1tr3Rvw,"74G3+6C Courtbazar, Bangladesh",7MHJ74G3+6C
170,Master Medical Hall,22.4576529,92.1034135,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","T, Adurpara",ChIJkWT4LOg3rTAR26ryABm2uTs,"F453+39 Adurpara, Bangladesh",7MJJF453+39
171,Lohagara General Hospital - লোহাগাড়া জেনারেল হাসপাতাল,22.0231765,92.1025238,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Chittagong - Cox's Bazar Highway, Lohagara",ChIJ9YUeu2QNrTARd3Rl9v3y7tc,"24F3+72 Lohagara, Bangladesh",7MJJ24F3+72
172,Ma-Moni Hospital,22.0200643,92.1015326,3.7,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Amirabad,, Chittagong - Cox's Bazar Highway",ChIJ4UGgoJsNrTARBjLasMTplMM,"24C2+2J Lohagara, Bangladesh",7MJJ24C2+2J
173,Dharmapur Union Sub Health Center,22.1403975,92.1008218,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJzepNtZYVrTAR0YaJealM7YI,"44R2+58 Purangar, Bangladesh",7MJJ44R2+58
174,Lohagara General Hospital,22.0197289,92.0997901,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Lohagara,ChIJl91vHMENrTAR5A9ZFAu3kww,"239X+VW Lohagara, Bangladesh",7MJJ239X+VW
175,Ramu Hospital,21.4447255,92.0996537,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramu,ChIJxTs8EeDBrTARewBZV4pmSpo,"C3VX+VV Ramu, Bangladesh",7MHJC3VX+VV
176,Lohagara Ma-Sishu Hospital,22.019328,92.0993757,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Lohagara,ChIJd_gnhZwNrTAR4BtudOvLI4s,"239X+PQ Lohagara, Bangladesh",7MJJ239X+PQ
177,Til Para Hospital,24.8055955,92.0993569,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Uttor Tilpara, Tilpara",ChIJV5qPPC60UTcR6xpwDXsZUGM,"R34X+6P Tilpara, Bangladesh",7MPJR34X+6P
178,Lohagara City Hospital Limited,22.0193239,92.0990217,4,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka - Chittagong Highway,ChIJxe78p5sNrTARYJ-1IuE6Llg,"239X+PJ Lohagara, Bangladesh",7MJJ239X+PJ
179,Lohagara Maternity and General Hospital,22.0185929,92.0988768,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",N1,ChIJ5aQusJsNrTAREDsa0siE1-0,"239X+CH Lohagara, Bangladesh",7MJJ239X+CH
180,Ghagra Labor Welfare Complex,22.6098469,92.0988734,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Chittagong-Rangamati Highway, Ghagra",ChIJkfD459TLUjcRRShnDda5U9c,"J35X+WG Ghagra, Bangladesh",7MJJJ35X+WG
181,Chhadaha Health Family Welfare Center,22.0805186,92.098567,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সাতকানিয়া উপজেলা, N1",ChIJHU2MSbgTrTAR34sAFBTZBts,"33JX+6C Satkania, Bangladesh",7MJJ33JX+6C
182,Tilpara Animal Hospital,24.801313,92.0979542,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Matijura,ChIJJ1HaqhS1UTcReUcFQcuV0CU,"R32X+G5 Matijura, Bangladesh",7MPJR32X+G5
183,Sound Health Hospital,22.0168199,92.0954168,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Lohagara, Cox's Bazar Highway, Chittagong",ChIJ52B0rpANrTARfrxyD1x3M-o,"238W+P5 Lohagara, Bangladesh",7MJJ238W+P5
184,Lohagara Diabetic General Hospital,22.0113012,92.0951193,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Lohagara Upazila, Puratan Thana gate,Main Road Lohagara Lohagara",ChIJn9aBafkNrTAR-vEaq3nG_04,"236W+G2 Lohagara, Bangladesh",7MJJ236W+G2
185,Lohagara Adunik Hospital,22.0150482,92.0946594,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Post Office Road,ChIJ3V-TP5cNrTARnSuMJryc1-g,"238V+2V Lohagara, Bangladesh",7MJJ238V+2V
186,Asshefa Hospital,22.1071863,92.0941877,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJKUV5uOoTrTARyg6IcADrKrw,"434V+VM Satkania, Bangladesh",7MJJ434V+VM
187,Kharubil Government Medical,25.146986,92.0941411,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jaintapur,ChIJgWQFX4VHUDcRhwKHxkgWuYw,"43WV+QM Jaintapur, Bangladesh",7MQJ43WV+QM
188,Talbari Community Clinic,24.9025134,92.086359,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kanaighat Upazila,ChIJ_-rgCDhLUDcR72tjst3QF9I,"W33P+2G Rajaganj, Bangladesh",7MPJW33P+2G
189,Charitable Clinic for Community Health services to Mother & Child,22.0180905,92.0859324,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Lohagara Upazila,ChIJh7qjtewNrTARgq4NyPG0Y28,"239P+69 Lohagara, Bangladesh",7MJJ239P+69
190,Choto Dhemsha Community Clinic,22.0795704,92.0853406,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJje4Iad8TrTARb05Pzh0AxFY,"33HP+R4 Satkania, Bangladesh",7MJJ33HP+R4
191,Mufazzil Ali Free Medical Centre,24.8397091,92.0841646,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bohorgram,ChIJdZjTUGC0UTcRE-QVOBA53cA,"R3QM+VM Bohorgram, Bangladesh",7MPJR3QM+VM
192,Kaliaish Community Clinic,22.1433806,92.0812795,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJB7n0flAVrTARsYtk-R9JGrs,"43VJ+9G Rasulabad, Bangladesh",7MJJ43VJ+9G
193,Alpha Hospital,22.1000319,92.0812289,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania,ChIJdSJ9UKwTrTARkocMHQaN5bI,"432J+2F Satkania, Bangladesh",7MJJ432J+2F
194,Banigazi Community Clinic,24.8128033,92.0795545,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Boshontopur Road, Chandurpur",ChIJLe7TV2O1UTcRW67zyvJBwZs,"R37H+4R Kalidhor, Bangladesh",7MPJR37H+4R
195,Omkhali Community clinic,21.4127007,92.0775539,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Umkhali,ChIJLbGMRtXBrTARzeg3Aa6mAI0,"C37H+32 Umkhali, Bangladesh",7MHJC37H+32
196,Health and Family Welfare Center,22.1534532,92.0775026,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Freedom Fighter Fojlul Karim Road,ChIJC7ss4iIVrTAR8btvdIjifXs,"533H+92 Rasulabad, Bangladesh",7MJJ533H+92
197,Kaliaish union health &family welfare center,22.15355,92.0772766,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkania Upazila,ChIJsZBho10VrTARTxnz9WnjOIc,"533G+CW Rasulabad, Bangladesh",7MJJ533G+CW
198,B. Dental Care,22.1027533,92.0762605,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Keranihat, সাতকানিয়া",ChIJ2dy81NwTrTARxcH9fruAoyg,"433G+4G Satkania, Bangladesh",7MJJ433G+4G
199,Rangunia Central Hospital,22.4631833,92.0760355,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Mariumnagar Chwmohani, Chittagong - Rangunia Highway, রাঙ্গুনিয়া",ChIJyWRUASg3rTAR2oFj2le5oZQ,"F37G+7C Rangunia, Bangladesh",7MJJF37G+7C
